connector,metadata_schema_version,namespace,provider_ref,title_hash,normalized_local_label,review_key,required_cohort,legacy_occurrences,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-458,9c48958eb2d8a6b2b6f50bbccbc5e1b1daa290126f6c29414c7e0692d268dec3,mostarda de dijon,21d5fd0456c0dac0ddc80063adcb741e42adbf5fcd3c2779f158d5eb52e27845,,93,D1,dijon-mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-79,352b5b6699d83cdc4efde9671693f7d9ca961ca986a90a6b80550a7d173fae4b,musztardy,581ae607423a54e44464f1d256842ba5c1987fb28580b148ec334ddd5d9ec6c9,,35,D1,mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-25,69a9d240344e1e06ae6fccbce4c8904dae23dddbed90deb01dc596a525b98089,muối biển,6389cba64ea11e44308c5fdba3303d69b9dec2e82e8633e48d854bea068d5966,,11,D2,salt,"{""salt_class"":""sea""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-4026,8ab7d8548a9a844cc15713a9cb891fbc74631843de1677673df02f43dbe489ce,natural peanut butter,098e33bfc94a23ea31539cd20855564d04911c7983e116b35ae39f5fa2c53f0a,,4,D1,peanut-butter,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-54,0f4168490e38b8447e11ba4bd656aa11b925bd22af30bac464bc153fdb608501,nước,146d5793dcbdccd86ea0a9103938aa37db075f3dc0f5c4cb7f811c7f51dcf8da,,36,D1,water,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-58,1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26,octu,186e9de88d38adc8cd411e4b4ff3fd0e3ca6aacc27cd697c9d4217b215f1f6b5,,12,D1,vinegar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-151,af8378fd29c209e2003a26c6b646a09f2661e6a9855b74f27b0532987a9c0436,oil vegetable,0994c16121d34ad28bc5acccfce4f59ba4ffb4a8a990b72b88ac698e0bf86e14,,1,D2,oil,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-151,af8378fd29c209e2003a26c6b646a09f2661e6a9855b74f27b0532987a9c0436,oleju,5977233f37e5115603ba8dd636a069a4c669534fb6faa78230273816f4ae3d34,,116,D2,oil,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2765,67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98,paprika ground,6d8690bf63e280a4fda0d9c24288a233f0b1c65d00b136d6f280baeb90c8e3c6,,1,D1,paprika,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1041,97cfbe87531abe0c6bac7b21d616cb422faaa158a9f2ae7e8685c79eb85fc65e,pears,e4a4969d72224c7f5f8cca84e2a84955e83b4e0e8b402576e591fd7231aec9ee,,75,D1,pear,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-30,5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14,pomidorów,44609e97be9dd7c8375cfc728ad81c2a5f8ed00e6a58a392613cece8a2076d9d,,25,D1,tomato,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1414,162aee2f56be01284ed76dac7bf58cf2eb783b143e0865c0cd238400a3b95868,queijo cheddar,13d4be9fc25ab09bdb4578da48d68e995310e518f53bee075bb2a7c400384a7e,,39,D1,cheddar,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-63,330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71,queso parmesano,fcc043f4ff2e8250af7879044c10404f831c5285faaa2978d965a01f232e3be3,,4,D1,parmesan,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1450,62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9,rice wine vinegar,3beedb6a93dfb64d774bd807a3df3c8ee1d911a2cafe5ca8a6594dc6eba9e7f4,,121,D2,vinegar,"{""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1450,62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9,rice wine vinegar unseasoned,c6e7bd0ffda4f754648d95240feb559ccc7e233318d3ffbec4092355d35f1b47,,1,D2,vinegar,"{""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-82,a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6,runny honey,3e5b074c2990709a9f62a927580274bbc04fd9e377e788f9b95c1fe86ee68c6c,,37,D1,honey,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-199,dd832404e8eeb90793f0369b96ed1702e0e22487a58eb4c1f285a4af5c4f6f21,salatgurke,f473e5978bfd8a7614e0baac46da414d8c78ddd0c1a057ac5df39dd3de063486,,40,D1,cucumber,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-33,9f65e7fcdfcbeecd7e432bf3b24c678c05db722a5b29989be5f93b339bc86326,salsa,6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8,pt,952,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped Portuguese salsa review requires rpf-33 and PT cohort,frozen rpf-33 observation + salsa 910/952 cohort
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-535,1ffd58e701c0a9f857b2a0a9d458777b4b96ed42a22691d4d81482c4691102b9,scallions,afc25b59d3606bb5baacdb9ad9429e72a273bed3b74da5b6e156d0b1d9725044,,16,D1,spring-onion,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-74,873ac9ffea4dd04fa719e8920cd6938f0c23cd678af330939cff53c3d2855f34,sera żółtego,b299b3bf710e78e2c8e4e399f3f248432049cb1e3850e26f97d0109e4fb0fbce,,26,D1,cheese,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-63,330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71,shaved parmesan cheese,dae9d1d4864ec5116fe7a195bd41bdc7e2b147a944a45a1f8e7d39bb1ab83297,,6,D1,parmesan,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-46,a0d92592fbf2d89fdca2631774ae813178a8a28f886f4be9e19414dcdcaf2d17,soku z cytryny,f782ecf7f56ea312483db5aefee10510bd0db47fa766861305c2e145bddfb502,,21,D1,lemon-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-136,330958a77f98de6b476ac51c9561cc83cdcc9b47eb4e573be16bdd1e3eeac450,sosu worcestershire,732f1778654a08abc4966358863b2118d73047a229ed012cb04de44842294407,,13,D1,worcestershire-sauce,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-259,885e64fbba0a02fe96ca2e9b7a1cd9832aa11aacc9a31168e1dcb338e9572132,spring onions green onions,525b80baff60224953a7853208b2c73d2af214ba0e876e8823774d1c74789dff,,48,D1,spring-onion,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-259,885e64fbba0a02fe96ca2e9b7a1cd9832aa11aacc9a31168e1dcb338e9572132,spring onions shallots,3b61188487a1c2f34eba02d0169cb5884c68987d706d40149da1a3a7784ccf13,,263,D1,spring-onion,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-54,0f4168490e38b8447e11ba4bd656aa11b925bd22af30bac464bc153fdb608501,su,6628fbf284f844ae729b671ebafbcad5cdff7e3eabd5a0333a2276e944666ddb,,124,D1,water,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1135,0bc3a5ae30466de3d77b506d364eabc28b1b7ceea061c2519328c7be72827483,tomato ketchup,56363b0dbd2adaa44079c00461081096a1dd290e528bab65185f4968b1fb9dde,,55,D1,ketchup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-352,4452df579db4f1b15d9a759f28f41edd966aaa91e048f4c1f79d891e22bc3e25,tép tỏi,64bbed14055db9d0e941468dcce1a0bb6acaed29de8cd58d40425817443f37fe,,6,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-254,811eb81b9d11d65a36c53c3ebdb738ee303403cb79d781ccf4b40764e0a9d12a,uncooked whole chicken,29ed5a4e51fe17979f3eee678a182a1acf52a2c3c88a72dee43a14d97cd53b83,,7,D1,chicken,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-393,e3b1927cc8a763ef27c7ed0fd4923cef7a2dd56d7431ca2f36c68031cb1358a2,vegetable stock paste homemade,48342b1ff49f7139ec31a2d9be9ba2114b75bffe5deda77c4fea72773d8fe811,,128,D2,stock-paste,"{""form"":""paste"",""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-182,a07ad29a35ae597cea91ec624341c947e9968a67b80cb819b924c2fa374a9d9b,vinagre de vinho tinto,3dc505f6b0ba33f8ea04da4fdfcba9315d024c8373f3b51b5b1eccf4180b4789,,28,D2,vinegar,"{""variety"":""red_wine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-7,209f76418ece7c936b65ff4777a578d860f762c37ad6c7f08f5826242199ef51,white rice,d3719bd88c3bcd217f2c5ae60531f245bc14ea5ec14a8e7a9738fb61128a6d76,,33,D1,rice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-254,811eb81b9d11d65a36c53c3ebdb738ee303403cb79d781ccf4b40764e0a9d12a,whole chicken,f73701cfd5d65a643acf8b97b46254305a9c9eb8c5474cfcfa72d0338e6525e6,,40,D1,chicken,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-136,330958a77f98de6b476ac51c9561cc83cdcc9b47eb4e573be16bdd1e3eeac450,worcester sauce,fa3475be639a814cf959c78d978e5d5e5c80b619a4fd2e03566c3dc4abb779f0,,80,D1,worcestershire-sauce,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-7310,af9f757f9e3399e4f349ee9ea6263db3d03ae03459d777fc6f4d4f41faa448c4,zitronensaft frisch gepresst,a4fe92b67d901153ae80257b8881b8ae9d618f3c1ee75e5c4d5a502121abd304,,157,D1,lemon-juice,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-352,4452df579db4f1b15d9a759f28f41edd966aaa91e048f4c1f79d891e22bc3e25,ząbki czosnku,9946b053bf86e943fb364e6dc7fc58c4dd3b84fd7c262d26ac8be63fe15ef610,,217,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-9,cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb,đường,d6cbbae779e9632c4cd1912c5955f2cb638780b909181372250231b13d6ae87a,,18,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-9,cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb,şeker,d4b419219a22927e81ac54c0f13cd5f91f9a5603502f685d1ad3deb5a4d6b569,,104,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-25,69a9d240344e1e06ae6fccbce4c8904dae23dddbed90deb01dc596a525b98089,θαλασσινό αλάτι,d9a3a1cec5a2133a50f28d3307b17d96c602533ca2c485a5a86ee740a01191f2,,9,D2,salt,"{""salt_class"":""sea""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-54,0f4168490e38b8447e11ba4bd656aa11b925bd22af30bac464bc153fdb608501,νερό,dd574e18c5cfa0214466f3a76dbd7b2ab84c19043c7967b6893fb160d929f601,,36,D1,water,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2765,67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98,πάπρικα,068307b3b0a9be3689b232538fa4e8920ea2110ddf773b7c25914cef928ee2b1,,3,D1,paprika,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-490,570da856e0100c159843eba8c056965f662551540b5a6026e987515b49ed4fdc,πάστα ζωμού κοτόπουλου,a2988a184a5c3934f7a74ec7b8d4d4d30454fce1ab2100904d57d9922135ec49,,4,D2,stock-paste,"{""form"":""paste"",""species"":""chicken"",""variety"":""chicken""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-352,4452df579db4f1b15d9a759f28f41edd966aaa91e048f4c1f79d891e22bc3e25,σκελίδες σκόρδο,c4eb467db1f968027421d5e1da8a7d45b24ef05968d6bddd326948f7026d0c6e,,13,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2765,67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98,ớt bột paprika,e4961285aff18cdb0921eb4a71d1db02089860ea00851b91f902124a2661e06e,,3,D1,paprika,[],operator-corrective-review-v2,full-ontology-resolution-v2,Explicit owner-scoped local-label review linked to an independently accepted provider title,frozen provider observations + curated eval ontology audit
