product_id,product_fingerprint,product_name,prior_state,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
103,9ced5494c396e96c514c4e8c9410bab73afd0e94bd6405b401ef3f9ac8668fab,Peeled Garlic,full-resolution-v1:D2,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
104,a218205b2d5f26dedb24ac57309b1cc72ad0f71d5575736deb70c6cc67ef196e,Amazon Carrots,full-resolution-v1:D1,D1,carrot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
105,7b5542b0a7d308edc7f35e2705d119fcaf77ae61cc12e6c5885ae783ac0aa1a3,PARMESAN,full-resolution-v1:D1,D1,parmesan,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
106,f19504ee9d0bebfe5ce76ceb1282210f95b2098e25c171c0d93b4a9153d94cf4,Applewood Smoked Thick Cut Bacon,full-resolution-v1:D2,D2,bacon,"{""processing"":""smoked""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
107,a25f18de7983c448a25b2a276fd9e6d72ea567c7f04454e5f933c9186f72297e,Amazon Chicken Breasts,full-resolution-v1:D2,D2,chicken,"{""cut"":""breast"",""species"":""chicken""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
108,7bcfd54f76fe1723375366a1b7009a6d26589f17ef4582b59956f787526c00aa,Chopped Spinach,full-resolution-v1:D2,D2,spinach,"{""form"":""chopped""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
109,b880e09a102b25e4aedb6b9d96fcc3e5e887c25acfae514513b648f2bd471557,The Original Donut Shop  Regular Medium Roast K-Cup Coffee Pods  32 Count,full-resolution-v1:D2,D2,coffee-pod,"{""form"":""pod""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
110,dbb59d3f9b7b71440fabdfb350b00cc5fc81c87bfadafa84d16068ff614bac66,Jasmine Long Grain Rice,full-resolution-v1:D2,D2,rice,"{""variety"":""jasmine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
111,3aade208bdd3038427a5d50c3c2dfdf09bcd183627820a3ebc6bcb5d6d7ac996,Sesame Seeds,full-resolution-v1:D1,D1,sesame-seed,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
112,a552096a349d30cf07aea58bc83d11f2a5e3b21e4154f482bbec1463c2dceacf,White Cooking Wine,full-resolution-v1:D2,D2,cooking-wine,"{""wine_color"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
113,3b73e21e7467d9e99925e3e2c99b249701aba601f89b856bb1fc0f8e13b3d57e,TAMARI Brewed Soy Sauce,full-resolution-v1:D1,D1,soy-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
114,7b32980a436974ff20972f6f59a0b8fde91bf83946e07545adb7088471001528,Sun-Ripened Dried Tomatoes,full-resolution-v1:D2,D2,tomato,"{""processing"":""dried""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
115,4bc481f50553fa5eaef58a2c0ae7282d9ed8db1af407db00d11f0c70fba7ee97,Hoisin Sauce,full-resolution-v1:D1,D1,hoisin-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
116,4c9ede6f8c34a52ed0d4dfe320b03f5520de2229e0d26e4a9ba3a7e500c58e55,Rice Vinegar,full-resolution-v1:D2,D2,vinegar,"{""variety"":""rice""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
117,22b7caf22abcda808033beace9beb31d36e657b5ec2a3a2183bf5c1cf33aae19,Green onions,full-resolution-v1:D1,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
118,c236fa2260a82c8c03fbc9fee16ed45bda30c7713d00f282db7542ce18127525,Red Bell Pepper,full-resolution-v1:D2,D2,bell-pepper,"{""variety"":""red""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
119,b9955f56d46ee936ca7b91d624b680d1a2bb433bedb7c540ffd2d8b30f5842b1,Baked cauliflower,full-resolution-v1:D2,D2,cauliflower,"{""processing"":""baked""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
120,c7abc156579cdeef2e10a76576782ff941e5faf49b1b15af355f40aed5052d1d,Rice,full-resolution-v1:D1,D1,rice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
121,029cc1df2bb1fbb3db70baa146dd37a3178b74bff06370bf9824f67c5edef40e,Garnish veggies,full-resolution-v1:D4,D4,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Garnish vegetables do not identify one base ingredient,frozen 174-product corpus
122,e8f60fa8de68b755ab7b04ff5855e6720cf5400dec06e35b43d781b89a74e6d2,Marry me chicken,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Named chicken dish is a prepared composite,frozen 174-product corpus
123,78a32955cf6e5d02693a81cbc53e701b2795b6cab5c9d7b7c587cb90bdc87694,Pasta,full-resolution-v1:D1,D1,pasta,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed exact pasta identity,frozen 174-product corpus
124,17624dc9bbb0ab70d0ba414b084869fdf28e0cda886068434659a11468ecdbd2,Marry me chicken sauce,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Named dish sauce is prepared/composite,frozen 174-product corpus
125,38f171aad0776b71f80c260861ed0a51af21293af09a6b0e62a7c277b234f6d5,Instant Miso Cup,full-resolution-v1:D1,D1,miso-soup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
126,fbf3f2e59161b2fa81a3cb2404dd9959c8518712398ed3e951a61de71559842b,Instant shiro miso soup,full-resolution-v1:D1,D1,miso-soup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
127,3fd73fe77c2b7870ab1df0d95208ce05a85b8855084a3ddf99e0dfdf5988aafb,Holler Mtn. Coffee Beans,full-resolution-v1:D2,D2,coffee,"{""form"":""bean""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed coffee-bean product identity,frozen 174-product corpus
128,f93c169c7d0bd21ac574e8a1de45470afef3b355610ae6fc4c34ec4589181e81,"AmazonFresh Just Bright Whole Bean Coffee, Light Roast, 32 Ounce (B0721BFM6C)",full-resolution-v1:D9,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Retail package and roast string is not an exact ontology alias,frozen 174-product corpus
129,972cbb08fe23d209724c87c5b4fb814bab5a6392b2615be6be431deb568b52a8,Corn Tortilla Chips,full-resolution-v1:D2,D2,tortilla-chips,"{""variety"":""corn""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed corn tortilla chip identity,frozen 174-product corpus
130,5ba700d482cf89587acf7fa8f62f275cebbf44945fce9a9ef328f252936925f2,Black Beans,full-resolution-v1:D1,D1,black-bean,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
131,49e944e2570e0a9cdb472cfc87515ae0395070b8b1972cb6adcc6f46ee216466,Sliced Hot Jalapeno Peppers,full-resolution-v1:D2,D2,jalapeno-pepper,"{""form"":""sliced"",""processing"":""pickled""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
132,646d6e6da438d6d773d9a28c53a3d4eb829660c90083309a0d6d784b031f7cce,Diced Red Onions,full-resolution-v1:D2,D2,onion,"{""form"":""diced"",""variety"":""red""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
133,5811aea58531c90dfaa366b49828a47976572732409aae0956863cf797c5f4be,Thick Cut Bacon,full-resolution-v1:D2,D2,bacon,"{""preparation"":""thick_cut""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed bacon identity and thick-cut preparation,frozen 174-product corpus
134,8f9034990723ad98ef9b78c201898ad78d325be063260af214e5f33491f35e33,Cilantro,full-resolution-v1:D1,D1,coriander,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
135,fb7e15b56bf15ec8f15dd483cd42cae717a9c25e55cee33d974ee5ffe57fbf34,Premium Sour Cream,full-resolution-v1:D2,D2,sour-cream,"{""cream_class"":""sour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed sour cream identity,frozen 174-product corpus
136,038c8e0908ea09ca3a32ae3387db3fc89895f667ec7a7ff71ec652f4045813df,Traditional Guacamole,full-resolution-v1:D1,D1,guacamole,{},operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
137,3510196edc71d23474e5cce3781423450b13b1108d49d2389c838ef474df4494,Original cream cheese,full-resolution-v1:D1,D1,cream-cheese,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed cream cheese identity,frozen 174-product corpus
138,eae72cb85e2c0d4810ca167801a1e2223f992bf2c3332ef82578f13652291e2c,Nachos,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Nachos are a prepared composite,frozen 174-product corpus
139,52fa786558a7c6ca68f06f58fb68a52e139a0136f5ffeab48dc38544bfba5a87,Chopped onions,full-resolution-v1:D2,D2,onion,"{""form"":""chopped""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
140,5935160a13e3e0402e5b7bc585dcfa649036a6b837e49c85e58079e3bd0ba7ca,Woodblock burger,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Burger product is prepared/composite and the exact patty identity is opaque,frozen 174-product corpus
141,7c5ffb1e6429c614a50abbdcd31286d58aac8816ffb5cc3124e5f2e463f1fbb1,Ultra-Filtered Reduced Fat Milk,full-resolution-v1:D2,D2,milk,"{""fat_content"":""reduced_fat"",""filtration"":""ultra_filtered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed milk identity; ultra-filtering is not pasteurization,frozen 174-product corpus
142,e6872ba46ef71879b5373be5a7429bc88e5030d73a697d447930a16ea0f669a5,Butter Unsalted Sweet Cream,full-resolution-v1:D2,D2,butter,"{""saltedness"":""unsalted""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed unsalted butter identity,frozen 174-product corpus
143,d1de663ecc22076e396f5ac00029ee57bed23d501e7e2b32fcbd4621844dce5b,Costco Chicken Thighs,full-resolution-v1:D2,D2,chicken,"{""cut"":""thigh"",""species"":""chicken""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
144,496ce13712823b62570254794625b7ee5f44ddc8ae1bd79265236cbf80fe2757,Mangoes,full-resolution-v1:D1,D1,mango,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed mango plural identity,frozen 174-product corpus
145,2ec875ba2ec4eb1e7735316c8badd7ca611c035c36fa70b67115d726b3e37c14,Free Range Eggs Grade A Large,full-resolution-v1:D2,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
146,7cbfd01753ecc10f4ba025449a86554efb0cd3efcce6551ee34c6f8d0931e69b,Driscoll’s Blueberries,full-resolution-v1:D1,D1,blueberry,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed blueberry retail identity,frozen 174-product corpus
147,681e581d5690def4730974f83f49ee5104e32b7fb28e6596c50f8abec0125125,Ranch Seasoning Dressing & Dip Mix,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Seasoning dressing and dip mix is a prepared composite,frozen 174-product corpus
148,f279422857b75514237bfe812e2662a4ae3ab29b31ed2921d79c188b28588f9f,SESAME HAMBURGER BUNS,full-resolution-v1:D1,D1,buns,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed hamburger bun identity; sesame topping is nondefining,frozen 174-product corpus
149,e66690b3796c6cd41ada98e810d6d7d3c489e4afad8cf92c6b1400651ce3aa82,Impossible Burger Patties,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Plant-based burger patties are prepared composite products,frozen 174-product corpus
150,b537966f66e9293dfa370c8b31ab6b9952119f2a79e3415753e1d2f3e11fab98,Pepper Jack Cheese Slices,full-resolution-v1:D2,D2,pepper-jack-cheese,"{""form"":""sliced""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
151,2615b22a67d85adeebb4ad6d0f658d1606b76176c604bfe600f79242f5e0f3f1,Brie double creme,full-resolution-v1:D2,D2,brie,"{""cream_class"":""double""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed Brie identity and double-cream class,frozen 174-product corpus
152,274989605610e67b2841315f6ab2381e00ce1069971a084646547f95afaa6fb3,Cherry pie,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Cherry pie is a prepared composite,frozen 174-product corpus
153,9c51eafa42b4901655c4ee1c67f4f3031e7206f0373a1ca0d7f242b3f9e55264,Blueberry lemonade,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Blueberry lemonade is a prepared composite beverage,frozen 174-product corpus
154,e6d9dfb75615bb0da6a29237475c89fe55094b63666dcb67b54c43de9ad8f937,Chicken sauce,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Chicken sauce is a prepared composite,frozen 174-product corpus
155,c87caf03294b0a0f3921892ddd3115c63c3256cb0e2b774aec0f0b13eda75a42,Brioche style bakery bread,full-resolution-v1:D9,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Brioche-style wording does not prove an exact bread variety,frozen 174-product corpus
156,c10efd0ae8c5682fc407fcf4268ea2a408398904bd2c98e0f5b94126672f7cc3,Cola Soda,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Cola soda is a prepared beverage,frozen 174-product corpus
157,b8f6e0cea8a27c81fd46284ad96a26783abc6398a74de466810d07c9c5011c38,Zero Calorie Cola,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Zero-calorie cola is a prepared beverage,frozen 174-product corpus
158,019aa53b37f8a7a2fe3e821daca5d55ba64998db207e1f8469247f3ea58d59c9,Lays Limón Flavored,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Flavored retail chips are prepared snack products,frozen 174-product corpus
159,aba7770a4c8b82e9860f341f60d593b1b8cc528d35142249bea2d35955d9c78e,POTATO CHIPS BACKYARD BARBEQUE,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Flavored retail chips are prepared snack products,frozen 174-product corpus
160,47e24cf2c219e3793346fa9b8b7f27ae657839af2716847437e09fe2da13697e,Nacho Cheese Flavored Doritos,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Flavored retail chips are prepared snack products,frozen 174-product corpus
161,6e0cf7471ae1088e4dad581ecff220a59a32c5cc3b46ca6ad798c112b03f098a,Sourdough Baguette,full-resolution-v1:D1,D1,baguette,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed sourdough baguette base identity,frozen 174-product corpus
162,efa72a6de94be50b1e935b36860f043e72386cfa3bc35530fffc2c6f98dfa11c,White chocolate coffee creamer,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Flavored coffee creamer is a prepared composite product,frozen 174-product corpus
163,493eb633b92b1af3d550e65f4aadf345f069117fb054a8da4a4120341908ba8a,CARAMEL MACCHIATO CREAMER,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Flavored coffee creamer is a prepared composite product,frozen 174-product corpus
164,070fa76a47ba027514fe193541ff1e59e048a957d30e599e45f0f8cfd1a7ac52,Gatorade Glacier Freeze,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Branded sports drink is a prepared beverage,frozen 174-product corpus
165,c78c4386ce7ffc9ea1b321aa69ef2a1f1d376dc08350d7f05cedae7f9ee42d45,Oreo Puffs,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Branded puff cereal is a prepared composite,frozen 174-product corpus
166,7f207c5173cc9fd6a722a8d5bc60d716e1cd66d17e960d8c6ecac11e206b57e2,Reese's Puffs,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Branded puff cereal is a prepared composite,frozen 174-product corpus
167,b2ca42f2fe9260440715ffb1a4d52595559a351fc4a4b8455c4a28a2f004124e,Beef Ramen noodle soup,full-resolution-v1:D2,D2,noodle-soup,"{""species"":""beef"",""variety"":""ramen""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
168,e45d060f3a66e2fbd2d8120ad941ca09b07adeaab75415fa6e30bb2bda317d8d,Chicken Ramen noodle soup,full-resolution-v1:D2,D2,noodle-soup,"{""species"":""chicken"",""variety"":""ramen""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
169,6357aa2c48032c4c06acebafeaedcb4653dec0443a282c42d37880520b9da6de,Canned Beans,full-resolution-v1:D2,D2,bean,"{""package_form"":""can""}",operator-corrective-review-v2,full-ontology-resolution-v2,Fingerprint-bound curated product review retained,frozen 174-product corpus
175,fab9a2a2c560dec8e77fa1240b00f96975539ad3661fa17afa461240bd3a2721,Garlic Shrimp Pasta,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Garlic shrimp pasta is a prepared meal,frozen 174-product corpus
176,cd621270b657ca54a2fc129aaec0dc10a0cbed33b4c269459e7dcb78483319e0,SANTA FE Style Chicken Salad,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Santa Fe chicken salad is a prepared composite,frozen 174-product corpus
177,2d7660c25088f11ddc64a15ba3ec14a83505aed0d78c48e4cc2d02455da57091,Santa Fe salad,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Santa Fe salad is a prepared composite,frozen 174-product corpus
178,8d24baea176046f93e3c7953b199bd185e5fc1243600a3b931d5e8a2436c562b,peanut m&m's chocolate candies,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Chocolate candy is a prepared composite,frozen 174-product corpus
179,a1026808fdd7aca3ef4ef4c218873e8ea1b46a85d2587d447e6f148e928b0607,Beef Bibimbap,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Beef bibimbap is a prepared meal,frozen 174-product corpus
180,8f874b7bf25d1c1b3ae2b04a3f4bb2028861824e7dd5f5c7574799761e5b04bc,Smoke Roasted Salmon Bites,full-resolution-v1:D5,D5,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Smoke-roasted salmon bites are a prepared composite,frozen 174-product corpus
181,6c9822f3583da5596981e69175ea2476ca88cc590dfbf517befec9bb3061077a,Jack fruit,full-resolution-v1:D1,D1,jack-fruit,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed jackfruit identity,frozen 174-product corpus
