id,polarity,label,language,expected_status,expected_entity_slug,expected_attributes,context,source_citation,reviewer,rationale
independent-holdout-positive-125,positive,(TOMATO PASTE),und,accepted,tomato-paste,"{""form"":""paste"",""variety"":""tomato""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-126,positive,(FRESH THYME),en,accepted,thyme,"{""state"":""fresh""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-127,positive,(DE CORIANDRE FRAÎCHE),fr,accepted,coriander,"{""state"":""fresh""}","{""cohort"":""fr""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-128,positive,(ORANGE),und,accepted,orange,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-129,positive,(MAYONNAISE),und,accepted,mayonnaise,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-130,positive,(CENOURA),pt,accepted,carrot,{},"{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-131,positive,(MÖHREN),de,accepted,carrot,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-132,positive,(POTATOES),en,accepted,potato,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-133,positive,(BACON),und,accepted,bacon,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-134,positive,(LIME JUICE),und,accepted,lime-juice,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-135,positive,(AÇÚCAR),pt,accepted,sugar,{},"{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-136,positive,(AVOCADO),und,accepted,avocado,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-137,positive,(COCONUT MILK),und,accepted,coconut-milk,"{""variety"":""coconut""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-138,positive,(DI FARINA TIPO 00),it,accepted,flour,"{""form"":""flour"",""refinement"":""type_00""}","{""cohort"":""it""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-139,positive,(DIENTE DE AJO),es,accepted,garlic,"{""form"":""clove""}","{""cohort"":""es""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-140,positive,(DE SUCRE),und,accepted,sugar,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-141,positive,(VANILLA EXTRACT),und,accepted,vanilla-extract,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-142,positive,(DE JUS DE CITRON),fr,accepted,lemon-juice,{},"{""cohort"":""fr""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-143,positive,(YELLOW ONIONS),en,accepted,onion,"{""variety"":""yellow""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-144,positive,(SESAME SEEDS),en,accepted,sesame-seed,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-145,positive,(MUSKAT),de,accepted,nutmeg,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-146,positive,(APĂ),ro,accepted,water,{},"{""cohort"":""ro""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-147,positive,(BRAUNER ZUCKER),de,accepted,sugar,"{""refinement"":""brown""}","{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-148,positive,(DE PERSIL FRAIS),fr,accepted,parsley,"{""state"":""fresh""}","{""cohort"":""fr""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-149,positive,(CUMIN SEEDS),en,accepted,cumin,"{""form"":""whole""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-150,positive,(DOUBLE CREAM),en,accepted,cream,"{""cream_class"":""double""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-151,positive,(TOMATOES),en,accepted,tomato,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-152,positive,(DI LATTE),und,accepted,milk,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-153,positive,(Paprika edelsüß),de,accepted,paprika,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-154,positive,(RED ONIONS),en,accepted,onion,"{""variety"":""red""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-155,positive,(BAKING SODA),und,accepted,baking-soda,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-156,positive,(DE POIVRE NOIR MOULU),und,accepted,piper-pepper,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-157,positive,(HUEVOS),es,accepted,egg,"{""egg_part"":""whole""}","{""cohort"":""es""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-158,positive,(FRESH CHIVES),en,accepted,chives,"{""state"":""fresh""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-159,positive,(SENF),de,accepted,mustard,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-160,positive,(LEITE),pt,accepted,milk,{},"{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-161,positive,(ZIMT),de,accepted,cinnamon,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-162,positive,(ŒUF),fr,accepted,egg,"{""egg_part"":""whole""}","{""cohort"":""fr""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-163,positive,(APPLE CIDER VINEGAR),en,accepted,vinegar,"{""variety"":""apple_cider""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-164,positive,(DI CIPOLLA),und,accepted,onion,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-165,positive,(DE PIMIENTA NEGRA MOLIDA),und,accepted,piper-pepper,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-166,positive,(SUMO DE LIMÃO),pt,accepted,lemon-juice,{},"{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-167,positive,(KORIANDER),de,accepted,coriander,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-168,positive,(SARE),ro,accepted,salt,{},"{""cohort"":""ro""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-169,positive,(COCOA POWDER),und,accepted,cocoa-powder,"{""form"":""powder""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-170,positive,(SPRING ONIONS),en,accepted,spring-onion,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-171,positive,(ZUCCHERO),it,accepted,sugar,{},"{""cohort"":""it""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-172,positive,(CHICKEN STOCK PASTE),en,accepted,stock-paste,"{""form"":""paste"",""species"":""chicken"",""variety"":""chicken""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-173,positive,(FRISCHKÄSE),de,accepted,cream-cheese,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-174,positive,(GARLIC POWDER),en,accepted,garlic,"{""form"":""powder""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-175,positive,(SOUR CREAM),und,accepted,sour-cream,"{""cream_class"":""sour""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-176,positive,(BICARBONATE OF SODA),en,accepted,baking-soda,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-177,positive,(CHEDDAR CHEESE),en,accepted,cheddar,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-178,positive,(OLIWY Z OLIWEK),pl,accepted,oil,"{""variety"":""olive""}","{""cohort"":""pl""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-179,positive,(FARINHA),pt,accepted,flour,"{""form"":""flour""}","{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-180,positive,(SELF RAISING FLOUR),en,accepted,flour,"{""form"":""flour"",""refinement"":""self_raising""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-181,positive,(SPICCHI DI AGLIO),it,accepted,garlic,"{""form"":""clove""}","{""cohort"":""it""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-182,positive,(FRESH MINT),en,accepted,mint,"{""state"":""fresh""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-183,positive,(GROUND CORIANDER),en,accepted,coriander-seed,"{""form"":""ground""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-184,positive,(DI SUCCO DI LIMONE),it,accepted,lemon-juice,{},"{""cohort"":""it""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-185,positive,(WORCESTERSHIRE SAUCE),und,accepted,worcestershire-sauce,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-186,positive,(HEFE),de,accepted,yeast,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-187,positive,(SOJASAUCE),de,accepted,soy-sauce,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-188,positive,(SALTED BUTTER),en,accepted,butter,"{""saltedness"":""salted""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-189,positive,(DE PARMESAN),und,accepted,parmesan,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-190,positive,(GROUND WHITE PEPPER),en,accepted,piper-pepper,"{""form"":""ground"",""variety"":""white""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-191,positive,(DENTE DE ALHO),pt,accepted,garlic,"{""form"":""clove""}","{""cohort"":""pt""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-192,positive,(MAPLE SYRUP),und,accepted,maple-syrup,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-193,positive,(DE POMMES DE TERRE),und,accepted,potato,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-194,positive,(FISH SAUCE),und,accepted,fish-sauce,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-195,positive,(DE LECHE),und,accepted,milk,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-196,positive,(FRÜHLINGSZWIEBELN),de,accepted,spring-onion,{},"{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-197,positive,(D ÉCHALOTES),und,accepted,shallot,{},{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-198,positive,(FRESH ROSEMARY),en,accepted,rosemary,"{""state"":""fresh""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-199,positive,(FRESH BASIL),en,accepted,basil,"{""state"":""fresh""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-200,positive,(EIGELB),de,accepted,egg-yolk,"{""egg_part"":""yolk""}","{""cohort"":""de""}",curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-201,positive,(CORIANDER SEEDS),en,accepted,coriander-seed,"{""form"":""whole""}",{},curated-ontology-v3-review-fixes/eval-ontology-audit.json,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-202,positive,(ABACATE),und,accepted,avocado,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-61"",""provider_review_key"":""a9cf33db13d74b58f59f8faba076652555b6825a4046afc94ac2eb5ce2b6c219"",""title_hash"":""f9c9baac9006160a6d84a09e77cbfeac349c861513e1786ea447e00198068e20""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-203,positive,(ALHO),und,accepted,garlic,"{""form"":""clove""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-352"",""provider_review_key"":""ef3fb95198134489bde92997271b5bedb5b5fb768f19fc802303d1a39520f834"",""title_hash"":""4452df579db4f1b15d9a759f28f41edd966aaa91e048f4c1f79d891e22bc3e25""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-204,positive,(BAGIETKI),und,accepted,baguette,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-363"",""provider_review_key"":""5d108ca478dc0de9c1e1eb69b8816874ccd7091c78a1d16b3f9e9b3169059f68"",""title_hash"":""7824e0764d79dd525f665d48e0038138cd069fce242b1d8a7b0f6b41f1a3d1be""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-205,positive,(BBQ SAUCE),und,accepted,barbecue-sauce,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-7649"",""provider_review_key"":""b1bb536ea1d0e6b71f52c658f49b8587837e53145647c9026b5c91a47ccb332b"",""title_hash"":""afa7af0632831a4bd4fd013eac922b0f7cdff7285cff8b47e9e54a5ed0a4cf36""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-206,positive,(BIAŁEGO OCTU WINNEGO),und,accepted,vinegar,"{""variety"":""white_wine""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-314"",""provider_review_key"":""e4e8ea11463a6d65edf2f188a033573bd6768dea4973be5bca7ca6de284647f1"",""title_hash"":""33489e83683cb827ea1372996f80c4b0bf4ce77f6e990ea1c8504026de27c7fa""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-207,positive,(BỘT SÚP GÀ),und,accepted,stock-paste,"{""form"":""paste"",""species"":""chicken"",""variety"":""chicken""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-490"",""provider_review_key"":""607145df042f9911a2a10f575eb5e9afb8f6caa8fb9bffb6faea1999ef80c23b"",""title_hash"":""570da856e0100c159843eba8c056965f662551540b5a6026e987515b49ed4fdc""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-208,positive,(CARDAMOM PODS),und,accepted,cardamom,"{""form"":""pod""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-411"",""provider_review_key"":""e5cb41e9b0f0f136c7544936a9a1c3927e0958e12697b8ece6b6f5292806eb79"",""title_hash"":""1bf97a5826eff60bad3fb7cc4a24deaec2d1c04a1663218624f854f26499339e""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-209,positive,(CEBOLO SPRING ONION),und,accepted,spring-onion,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-259"",""provider_review_key"":""c8a9b9866cb9a523b2f774dac4ae0c8ea480538a3291c731b7cb3b8987b24903"",""title_hash"":""885e64fbba0a02fe96ca2e9b7a1cd9832aa11aacc9a31168e1dcb338e9572132""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-210,positive,(CEBULI),und,accepted,onion,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-18"",""provider_review_key"":""f895b0e23b5c82b4825e71b4addb7a698ca11378f58f733f29afd64022e4b4cc"",""title_hash"":""288971671685b8da56623362c82e1ead68186c5150a35e3b35b5ef74cd7ceebc""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-211,positive,(CHICKEN STOCK PASTE HOMEMADE),und,accepted,stock-paste,"{""form"":""paste"",""species"":""chicken"",""variety"":""chicken""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-490"",""provider_review_key"":""fd9e96d1612433fb4b15c0650379e8dc6cc7998db0bd59bcbb45f2c1f15748dd"",""title_hash"":""570da856e0100c159843eba8c056965f662551540b5a6026e987515b49ed4fdc""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-212,positive,(CHOPPED SPRING ONIONS),und,accepted,spring-onion,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-259"",""provider_review_key"":""c4af63df4677601d32ff28e92448ca568a51f81dd684e07933921970782ff440"",""title_hash"":""885e64fbba0a02fe96ca2e9b7a1cd9832aa11aacc9a31168e1dcb338e9572132""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-213,positive,(COOKING OIL),und,accepted,oil,"{""variety"":""vegetable""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-151"",""provider_review_key"":""ce81ea2830897d7b3b50285d6af766cb85539fc425d739e216434225faccfb84"",""title_hash"":""af8378fd29c209e2003a26c6b646a09f2661e6a9855b74f27b0532987a9c0436""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-214,positive,(CUKINII),und,accepted,zucchini,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-19"",""provider_review_key"":""e9dd59eb2528bd69d3ad7cebdec17a69f93ca1ebf8e0c4942e5c2a94bfee8033"",""title_hash"":""591a1c804dc4592231a213790656fc651026e3754e38f89c1520b6958e46ca02""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-215,positive,(CUKRU),und,accepted,sugar,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-9"",""provider_review_key"":""54acce46feca20782bf701041e5b0ab5bd5d5172255c581d493dd908397549ea"",""title_hash"":""cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-216,positive,(D AIL),und,accepted,garlic,"{""form"":""clove""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-352"",""provider_review_key"":""f7c54f17e771eb8fb243b2bf00b4e7368c2a9fa3c65d6eb94118ebc18d2d904c"",""title_hash"":""4452df579db4f1b15d9a759f28f41edd966aaa91e048f4c1f79d891e22bc3e25""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-217,positive,(D AVOCAT),und,accepted,avocado,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-61"",""provider_review_key"":""bb5c693f0732e61181eae4086c4ed70b5766f77516e1f13e794c1f2ca7ad3005"",""title_hash"":""f9c9baac9006160a6d84a09e77cbfeac349c861513e1786ea447e00198068e20""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-218,positive,(DE AJÍ DE COLOR O PAPRIKA),und,accepted,paprika,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-2765"",""provider_review_key"":""14399d6699c9c1b97e6e935668cd8cb43386a63efaa1d8662fdee4de349bc498"",""title_hash"":""67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-219,positive,(DE CALDO DE VERDURAS EN PASTA),und,accepted,stock-paste,"{""form"":""paste"",""variety"":""vegetable""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-393"",""provider_review_key"":""85a18a8fa624c877cc3c24b4fffe6993e363d4215b13891a36bf6a038b2e54fd"",""title_hash"":""e3b1927cc8a763ef27c7ed0fd4923cef7a2dd56d7431ca2f36c68031cb1358a2""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-220,positive,(DE JUGO DE LIMÓN),und,accepted,lemon-juice,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-46"",""provider_review_key"":""994625dc85a4b9e56752fd641f33d50d646a475e5c0e0c1c23f0b4059dab0740"",""title_hash"":""a0d92592fbf2d89fdca2631774ae813178a8a28f886f4be9e19414dcdcaf2d17""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-221,positive,(DE LAIT DE COCO),und,accepted,coconut-milk,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-91"",""provider_review_key"":""2a5d02a3ff729790e0d8ab4c01ef84352e516634eab5041ffa23565144c0e70b"",""title_hash"":""69ee4b5bc8e1c92dbc567c463def732a20fb9c51d3abf3ac030a25f663636f2f""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
