case_id,polarity,source_corpus,source_record_key,original_label,language,resolver_context_json,expected_status,expected_entity_slug,expected_attributes_json,expected_evidence_json,evidence_category,primary_evidence_citation,rationale,adjudicator,adjudicated_at
v313-pos-051,positive,frozen_provider_observation,provider-review-e4e8ea11463a6d65edf2f188a033573bd6768dea4973be5bca7ca6de284647f1,białego octu winnego,und,"{""provider_review_key"":""e4e8ea11463a6d65edf2f188a033573bd6768dea4973be5bca7ca6de284647f1"",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-314"",""title_hash"":""33489e83683cb827ea1372996f80c4b0bf4ce77f6e990ea1c8504026de27c7fa"",""owner_fingerprint"":""0ac5a4b7760ae8d8717b97a27f57106a99ff8629945a3a64c7a201c4789c4760""}",accepted,vinegar,"{""variety"":""white_wine""}","{""label_provenance"":""provider-local-review-v3"",""label_source_ref"":""e4e8ea11463a6d65edf2f188a033573bd6768dea4973be5bca7ca6de284647f1"",""mapping_source"":""attribute_alias"",""required_cohort"":null,""required_evidence_key"":""e4e8ea11463a6d65edf2f188a033573bd6768dea4973be5bca7ca6de284647f1"",""required_evidence_kind"":""provider_owner_review""}",provider_ref_title_hash,provider rpf-314 title hash and frozen owner fingerprint,White-wine vinegar variety is retained while redundant wine-color parser output is explicitly waived.,operator-corrective-review-v3,2026-08-11
v313-pos-052,positive,frozen_provider_observation,provider-review-6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8,salsa,pt,"{""provider_review_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8"",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-33"",""title_hash"":""9f65e7fcdfcbeecd7e432bf3b24c678c05db722a5b29989be5f93b339bc86326"",""cohort"":""pt"",""owner_fingerprint"":""54fb4e72e9f86551688698ce33691643d3db7f48d839708e03feb5fbf9e927af""}",accepted,parsley,"{""state"":""fresh""}","{""label_provenance"":""provider-local-review-v3"",""label_source_ref"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8"",""mapping_source"":""attribute_alias"",""required_cohort"":""pt"",""required_evidence_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8"",""required_evidence_kind"":""provider_owner_review""}",provider_ref_title_hash,provider rpf-33 title hash 9f65e7fc and Portuguese cohort,Only the exact rpf-33 owner evidence plus PT cohort permits fresh parsley interpretation.,operator-corrective-review-v3,2026-08-11
v313-pos-053,positive,frozen_product_corpus,product-170e0b0508076673cda6,PANDA BRAND OYSTER SAUCE,und,"{""product_fingerprint"":""170e0b0508076673cda6aff50e48f8610c1c19298cc9f2fb689c543b595c8ffa""}",accepted,oyster-sauce,{},"{""disposition_code"":""D1"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 170e0b05 from frozen 174-product corpus,The fingerprint identifies an oyster-sauce product without unsupported facets.,operator-corrective-review-v3,2026-08-11
v313-pos-054,positive,frozen_product_corpus,product-fe955a2bc64122c89e8f,Fermented Chile Paste,und,"{""product_fingerprint"":""fe955a2bc64122c89e8f78a30c8850432a31ced6c9c24fa3bfcdbc8709d1c558""}",accepted,chili-paste,"{""form"":""paste"",""processing"":""fermented""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint fe955a2b from frozen 174-product corpus,This exact product supports chili-paste identity with paste form and fermented processing.,operator-corrective-review-v3,2026-08-11
v313-pos-055,positive,frozen_product_corpus,product-45c0cc0fb23c685583d4,SESAME OIL,und,"{""product_fingerprint"":""45c0cc0fb23c685583d4386d267869af55b68f6e887f3107ff00225823706eda""}",accepted,oil,"{""variety"":""sesame""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 45c0cc0f from frozen 174-product corpus,The reviewed package is oil of sesame variety and cannot satisfy sesame seed identity.,operator-corrective-review-v3,2026-08-11
v313-pos-056,positive,frozen_product_corpus,product-8c3b93443c5386f8c430,Aromatic Bitters,und,"{""product_fingerprint"":""8c3b93443c5386f8c4304a9715606239683c6661b2bf2c7101a85c4efd400105""}",accepted,bitters,{},"{""disposition_code"":""D1"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 8c3b9344 from frozen 174-product corpus,Aromatic bitters are the bitters identity and not bitter chocolate.,operator-corrective-review-v3,2026-08-11
v313-pos-057,positive,frozen_product_corpus,product-15e8fc26b1bbbbb431a4,Hot Banana Pepper Rings,und,"{""product_fingerprint"":""15e8fc26b1bbbbb431a45803845db68341ab04ac16a76bdfba01b938bc3b7f42""}",accepted,pickled-peppers,"{""form"":""rings"",""processing"":""pickled""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 15e8fc26 from frozen 174-product corpus,The product supports pickled-peppers identity with ring form and pickled processing.,operator-corrective-review-v3,2026-08-11
v313-pos-058,positive,frozen_product_corpus,product-4c403ca1d44f86c6b008,Sliced Tamed Jalapeño Peppers,und,"{""product_fingerprint"":""4c403ca1d44f86c6b0081de38e7b6557cd675b99663a66b72eb3eb5b01a15b50""}",accepted,jalapeno-pepper,"{""form"":""sliced"",""processing"":""pickled"",""variety"":""jalapeno""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 4c403ca1 from frozen 174-product corpus,The fingerprint proves jalapeño identity and its sliced pickled preparation.,operator-corrective-review-v3,2026-08-11
v313-pos-059,positive,frozen_product_corpus,product-eb308c620bcbb78065f2,Bloc de foie gras canard,und,"{""product_fingerprint"":""eb308c620bcbb78065f26a5412c6b35c07dd4b62dbf94215c53b37f4c5d621fb""}",accepted,foie-gras,"{""form"":""block"",""species"":""duck""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint eb308c62 from frozen 174-product corpus,Duck species is product evidence on foie gras and does not make generic foie gras a duck subtype.,operator-corrective-review-v3,2026-08-11
v313-pos-060,positive,frozen_product_corpus,product-b880e09a102b25e4aedb,The Original Donut Shop  Regular Medium Roast K-Cup Coffee Pods  32 Count,und,"{""product_fingerprint"":""b880e09a102b25e4aedb6b9d96fcc3e5e887c25acfae514513b648f2bd471557""}",accepted,coffee-pod,"{""form"":""pod""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint b880e09a from frozen 174-product corpus,This package fingerprint supports coffee-pod identity; generic cardamom or vanilla pods remain different bases.,operator-corrective-review-v3,2026-08-11
v313-pos-061,positive,frozen_product_corpus,product-f727e9627d3e4ee3246f,Whole Foods Organic Kalamata Pitted Olives,und,"{""product_fingerprint"":""f727e9627d3e4ee3246ff537f0f3a06eb26690b40e28d9616ae4fab9d4f93006""}",accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint f727e962 from frozen 174-product corpus,The reviewed product is olive with exact Kalamata variety and pitted preparation.,operator-corrective-review-v3,2026-08-11
v313-pos-062,positive,frozen_eval_recipe_ingredient,eval-ri-12445,pitted Kalamata olives,en,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=12445 plus independent Kalamata adjudication,The full English span identifies pitted Kalamata olives and no other ingredient base.,operator-corrective-review-v3,2026-08-11
v313-pos-063,positive,frozen_eval_recipe_ingredient,eval-ri-25045,"Kalamata olives, pitted",en,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=25045 plus independent Kalamata adjudication,Postpositive pitted wording preserves the same olive identity and defining facets.,operator-corrective-review-v3,2026-08-11
v313-pos-064,positive,frozen_eval_recipe_ingredient,eval-ri-79796,d'olives Kalamata dénoyautées,fr,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=79796 plus independent French adjudication,French dénoyautées is reviewed as pitted preparation on Kalamata olives.,operator-corrective-review-v3,2026-08-11
v313-pos-065,positive,frozen_eval_recipe_ingredient,eval-ri-106846,"Kalamata Oliven, entsteint",de,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=106846 plus independent German adjudication,German entsteint preserves pitted preparation and Kalamata variety.,operator-corrective-review-v3,2026-08-11
v313-pos-066,positive,frozen_eval_recipe_ingredient,eval-ri-295472,azeitona Kalamata,pt,{},accepted,olive,"{""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=295472 plus independent Portuguese adjudication,The observed unqualified Portuguese label proves Kalamata variety but not pitted preparation.,operator-corrective-review-v3,2026-08-11
v313-pos-067,positive,frozen_eval_recipe_ingredient,eval-ri-3361,garlic powder,en,{},accepted,garlic,"{""form"":""powder""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=3361 plus independent garlic adjudication,Garlic powder remains garlic with powder form and can never resolve to olive or Kalamata.,operator-corrective-review-v3,2026-08-11
v313-pos-068,positive,frozen_eval_recipe_ingredient,eval-ri-27946,garlic,en,{},accepted,garlic,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=27946 plus independent garlic adjudication,Bare garlic is the garlic identity and has no valid path to olive or Kalamata.,operator-corrective-review-v3,2026-08-11
v313-pos-069,positive,frozen_eval_recipe_ingredient,eval-ri-307224,măsline Kalamata fără sâmburi,en-us,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=307224 plus independent Romanian adjudication,The unambiguous Romanian full span resolves through its reviewed locale-independent fallback when recipe locale is unavailable.,operator-corrective-review-v3,2026-08-11
v313-pos-070,positive,frozen_eval_recipe_ingredient,eval-ri-279036,"kalamata oliven, udstenede",en-us,{},accepted,olive,"{""preparation"":""pitted"",""variety"":""kalamata""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=279036 plus independent Danish adjudication,The unambiguous Danish full span resolves through its reviewed locale-independent fallback when recipe locale is unavailable.,operator-corrective-review-v3,2026-08-11
v313-neg-001,critical_negative,adjudicated_boundary_reference,boundary-bare-pepper-v1,pepper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,known Piper/Capsicum homograph,Bare pepper lacks enough evidence to choose Piper spice or Capsicum vegetable.,operator-corrective-review-v3,2026-08-11
v313-neg-002,critical_negative,adjudicated_boundary_reference,boundary-pimenta-pt-v1,pimenta,pt,"{""cohort"":""pt""}",unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Portuguese Piper/Capsicum ambiguity,Portuguese pimenta remains unresolved without a specific variety or owner assertion.,operator-corrective-review-v3,2026-08-11
v313-neg-003,critical_negative,adjudicated_boundary_reference,boundary-piment-fr-v1,piment,fr,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,French chilli or pepper context ambiguity,French piment cannot be assigned to Piper or a specific Capsicum identity from this span alone.,operator-corrective-review-v3,2026-08-11
v313-neg-004,critical_negative,adjudicated_boundary_reference,boundary-cornflour-v1,cornflour,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,regional cornflour homograph,Cornflour means cornstarch in some regions and maize flour in others; no global identity is safe.,operator-corrective-review-v3,2026-08-11
v313-neg-005,critical_negative,adjudicated_boundary_reference,boundary-tomato-puree-v1,tomato purée,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,regional tomato purée concentration ambiguity,Tomato purée varies between passata-like and concentrated products and needs stronger evidence.,operator-corrective-review-v3,2026-08-11
v313-neg-006,critical_negative,adjudicated_boundary_reference,boundary-air-id-v1,air,id,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Indonesian air means water but language alone is gate evidence,The Indonesian homograph is not accepted without an independently reviewed language assertion.,operator-corrective-review-v3,2026-08-11
v313-neg-007,critical_negative,adjudicated_boundary_reference,boundary-garam-id-v1,garam,id,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Indonesian garam means salt but language alone is gate evidence,The label remains unresolved until an explicit reviewed Indonesian salt assertion exists.,operator-corrective-review-v3,2026-08-11
v313-neg-008,critical_negative,adjudicated_boundary_reference,boundary-legumes-pt-v1,legumes,pt,"{""cohort"":""pt""}",unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Portuguese legumes means vegetables,Portuguese legumes must not satisfy the English pulse or legume-class identity.,operator-corrective-review-v3,2026-08-11
v313-neg-009,critical_negative,adjudicated_boundary_reference,boundary-legume-ro-v1,legume,ro,"{""cohort"":""ro""}",unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Romanian legume means vegetables,Romanian legume remains nonaccepted as an English pulse identity.,operator-corrective-review-v3,2026-08-11
v313-neg-010,critical_negative,adjudicated_boundary_reference,boundary-salsa-pt-unscoped-v1,salsa,pt,"{""cohort"":""pt""}",unresolved,,{},"{""mapping_source"":""context_gated_unresolved"",""required_cohort"":""pt"",""required_evidence_kind"":""provider_owner_review"",""required_evidence_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8""}",reviewed_negative,Portuguese salsa parsley homograph,A PT cohort alone cannot turn salsa into parsley without matching owner evidence.,operator-corrective-review-v3,2026-08-11
v313-neg-011,critical_negative,adjudicated_boundary_reference,boundary-salsa-pt-wrong-owner-v1,salsa,pt,"{""cohort"":""pt"",""provider_review_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8"",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-33"",""title_hash"":""9f65e7fcdfcbeecd7e432bf3b24c678c05db722a5b29989be5f93b339bc86326"",""owner_fingerprint"":""68aed1ef5dda413e937d18d741b19e8f07bbcdefece34990b6558f0618632a85""}",unresolved,,{},"{""mapping_source"":""context_gated_unresolved"",""required_cohort"":""pt"",""required_evidence_kind"":""provider_owner_review"",""required_evidence_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8""}",reviewed_negative,owner-scoped provider evidence mismatch,The correct title hash with the wrong provider owner key must not accept parsley.,operator-corrective-review-v3,2026-08-11
v313-neg-012,critical_negative,frozen_provider_observation,provider-review-3b61188487a1c2f34eba02d0169cb5884c68987d706d40149da1a3a7784ccf13,spring onions shallots,und,"{""provider_review_key"":""3b61188487a1c2f34eba02d0169cb5884c68987d706d40149da1a3a7784ccf13"",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-259"",""title_hash"":""885e64fbba0a02fe96ca2e9b7a1cd9832aa11aacc9a31168e1dcb338e9572132"",""owner_fingerprint"":""a56c0557573af0e98a61665be405632ab7fb3ed43237f6cd550aacb445d5225b""}",unresolved,,{},"{""mapping_source"":""unresolved""}",provider_ref_title_hash,provider rpf-259 alternative local label,The local text names spring onions and shallots as alternatives and is explicitly D8 rather than accepted.,operator-corrective-review-v3,2026-08-11
v313-neg-013,critical_negative,adjudicated_boundary_reference,boundary-bitter-chocolate-v1,bitter chocolate,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,bitter adjective versus cocktail bitters,Bitter chocolate must not resolve to bitters and lacks a reviewed chocolate-class assertion.,operator-corrective-review-v3,2026-08-11
v313-neg-014,critical_negative,adjudicated_boundary_reference,boundary-salsa-soja-es-v1,salsa de soja,es,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Spanish soy-sauce phrase,Substring salsa must not turn the full Spanish soy-sauce phrase into salsa or parsley.,operator-corrective-review-v3,2026-08-11
v313-neg-015,critical_negative,adjudicated_boundary_reference,boundary-salsa-pesce-it-v1,salsa di pesce,it,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Italian fish-sauce phrase,The complete Italian phrase cannot be accepted by the salsa token alone.,operator-corrective-review-v3,2026-08-11
v313-neg-016,critical_negative,adjudicated_boundary_reference,boundary-sauce-soja-fr-v1,sauce soja,fr,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,French soy-sauce phrase,No cross-language substring or translation rule may accept this without a reviewed alias.,operator-corrective-review-v3,2026-08-11
v313-neg-017,critical_negative,adjudicated_boundary_reference,boundary-rice-wine-v1,rice wine,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,fermented rice beverage,Rice wine must not satisfy rice grain and has no reviewed prepared-wine assertion here.,operator-corrective-review-v3,2026-08-11
v313-neg-018,critical_negative,adjudicated_boundary_reference,boundary-rice-paper-v1,rice paper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,prepared rice wrapper,Rice paper is a prepared wrapper and cannot satisfy rice identity from its component.,operator-corrective-review-v3,2026-08-11
v313-neg-019,critical_negative,adjudicated_boundary_reference,boundary-rice-syrup-v1,rice syrup,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,rice-derived sweetener,Rice syrup is derived from rice but neither ancestry nor derivation establishes rice identity.,operator-corrective-review-v3,2026-08-11
v313-neg-020,critical_negative,adjudicated_boundary_reference,boundary-rice-bran-oil-v1,rice bran oil,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,bran-derived oil variety,The current closed oil varieties do not review rice bran oil and substring rice is insufficient.,operator-corrective-review-v3,2026-08-11
v313-neg-021,critical_negative,adjudicated_boundary_reference,boundary-peanut-flavored-oil-v1,peanut flavored oil,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,flavoring versus source variety,Peanut-flavored oil does not prove that peanut is the oil source variety.,operator-corrective-review-v3,2026-08-11
v313-neg-022,critical_negative,adjudicated_boundary_reference,boundary-fresh-red-chilli-v1,fresh red chilli,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,underspecified Capsicum phrase,Fresh red chilli lacks a reviewed exact alias and must not fall through to Piper pepper.,operator-corrective-review-v3,2026-08-11
v313-neg-023,critical_negative,adjudicated_boundary_reference,boundary-banana-pepper-v1,banana pepper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unmodeled Capsicum variety,Banana pepper is a real Capsicum variety but no reviewed entity or closed variety assertion exists.,operator-corrective-review-v3,2026-08-11
v313-neg-024,critical_negative,adjudicated_boundary_reference,boundary-roasted-red-pepper-v1,roasted red pepper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,bare pepper plus preparation,Roasted and red do not resolve the underlying Piper-versus-Capsicum ambiguity.,operator-corrective-review-v3,2026-08-11
v313-neg-025,critical_negative,adjudicated_boundary_reference,boundary-soy-milk-v1,soy milk,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unreviewed plant milk variety,Soy milk must not satisfy dairy milk and lacks an explicit accepted soy milk-alternative alias.,operator-corrective-review-v3,2026-08-11
v313-neg-026,critical_negative,adjudicated_boundary_reference,boundary-oat-milk-v1,oat milk,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unreviewed oat milk alternative,Oat milk is not dairy milk and remains unresolved without a reviewed oat variety.,operator-corrective-review-v3,2026-08-11
v313-neg-027,critical_negative,adjudicated_boundary_reference,boundary-cashew-milk-v1,cashew milk,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unreviewed cashew milk alternative,Cashew milk cannot use the milk head token to satisfy dairy milk.,operator-corrective-review-v3,2026-08-11
v313-neg-028,critical_negative,adjudicated_boundary_reference,boundary-pea-milk-v1,pea milk,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unreviewed pea milk alternative,Pea milk remains a missing milk-alternative variety rather than a dairy match.,operator-corrective-review-v3,2026-08-11
v313-neg-029,critical_negative,adjudicated_boundary_reference,boundary-category-food-v1,food,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural root category,The food root is structural and can never satisfy an ingredient identity.,operator-corrective-review-v3,2026-08-11
v313-neg-030,critical_negative,adjudicated_boundary_reference,boundary-category-ingredient-v1,ingredient,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural ingredient category,Ingredient is a backbone category rather than a cookable identity leaf.,operator-corrective-review-v3,2026-08-11
v313-neg-031,critical_negative,adjudicated_boundary_reference,boundary-category-vegetable-v1,vegetable,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural vegetable category,Vegetable is too broad and identity-ineligible despite being food-related.,operator-corrective-review-v3,2026-08-11
v313-neg-032,critical_negative,adjudicated_boundary_reference,boundary-category-fruit-v1,fruit,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural fruit category,Fruit remains a category and cannot satisfy a specific fruit requirement.,operator-corrective-review-v3,2026-08-11
v313-neg-033,critical_negative,adjudicated_boundary_reference,boundary-category-herb-v1,herb,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural herb category,Herb is a branch label and not a normal accepted ingredient identity.,operator-corrective-review-v3,2026-08-11
v313-neg-034,critical_negative,adjudicated_boundary_reference,boundary-category-spice-v1,spice,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural spice category,Spice is identity-ineligible without a specific spice leaf.,operator-corrective-review-v3,2026-08-11
v313-neg-035,critical_negative,adjudicated_boundary_reference,boundary-category-nut-v1,nut,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural nut category,Nut cannot satisfy almond walnut or another specific nut identity.,operator-corrective-review-v3,2026-08-11
v313-neg-036,critical_negative,adjudicated_boundary_reference,boundary-category-seed-v1,seed,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural seed category,Seed is a category and not an exact sesame sunflower or other seed identity.,operator-corrective-review-v3,2026-08-11
v313-neg-037,critical_negative,adjudicated_boundary_reference,boundary-category-grain-v1,grain,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural grain category,Grain is identity-ineligible and cannot satisfy rice quinoa or another leaf.,operator-corrective-review-v3,2026-08-11
v313-neg-038,critical_negative,adjudicated_boundary_reference,boundary-category-dairy-v1,dairy,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural dairy category,Dairy cannot satisfy milk cheese cream or another specific identity.,operator-corrective-review-v3,2026-08-11
v313-neg-039,critical_negative,adjudicated_boundary_reference,boundary-category-condiment-v1,condiment,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural condiment category,Condiment is a prepared branch and not a standalone identity.,operator-corrective-review-v3,2026-08-11
v313-neg-040,critical_negative,adjudicated_boundary_reference,boundary-category-beverage-v1,beverage,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural beverage category,Beverage is a structural parent and cannot satisfy coffee juice or milk alternatives.,operator-corrective-review-v3,2026-08-11
v313-neg-041,critical_negative,adjudicated_boundary_reference,boundary-category-meal-v1,meal,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,structural meal category,Meal is a composite branch and never a normal ingredient identity.,operator-corrective-review-v3,2026-08-11
v313-neg-042,critical_negative,adjudicated_boundary_reference,boundary-vanilla-bean-pods-v1,vanilla bean pods,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,compound pod wording not explicitly reviewed,The extra bean token leaves residue beyond the reviewed vanilla-pods alias and blocks acceptance.,operator-corrective-review-v3,2026-08-11
v313-neg-043,critical_negative,adjudicated_boundary_reference,boundary-cocoa-bean-pods-v1,cocoa bean pods,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,cocoa fruit pod distinct from coffee,Cocoa bean pods are not coffee pods and no reviewed cocoa-pod identity exists.,operator-corrective-review-v3,2026-08-11
v313-neg-044,critical_negative,adjudicated_boundary_reference,boundary-light-soy-sauce-v1,light soy sauce,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unsupported soy-sauce class,Light is a potentially defining soy-sauce class not represented by the accepted bare alias.,operator-corrective-review-v3,2026-08-11
v313-neg-045,critical_negative,adjudicated_boundary_reference,boundary-dark-soy-sauce-v1,dark soy sauce,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,unsupported soy-sauce class,Dark soy sauce remains unresolved rather than silently dropping its defining class.,operator-corrective-review-v3,2026-08-11
v313-neg-046,critical_negative,adjudicated_boundary_reference,boundary-rice-cooking-wine-v1,rice cooking wine,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,prepared rice wine phrase,Neither rice nor cooking-wine identity is accepted from this unreviewed compound span.,operator-corrective-review-v3,2026-08-11
v313-neg-047,critical_negative,adjudicated_boundary_reference,boundary-sweet-pepper-v1,sweet pepper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,Capsicum phrase lacking reviewed variety,Sweet pepper is Capsicum-related but the bare pepper head remains ambiguous in this exact label.,operator-corrective-review-v3,2026-08-11
v313-neg-048,critical_negative,adjudicated_boundary_reference,boundary-capsicum-pepper-v1,capsicum pepper,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,redundant unreviewed Capsicum phrase,The phrase is not permitted to head-match capsicum or Piper without an exact reviewed alias.,operator-corrective-review-v3,2026-08-11
v313-neg-049,critical_negative,frozen_product_corpus,product-ed55a59be004c85f45d4,Thick 'N Chunky Salsa Verde,und,"{""product_fingerprint"":""ed55a59be004c85f45d42015bab8b493b70edd1f29701ec5e66a67a04562daa2""}",unresolved,,{},"{""disposition_code"":""D5"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint ed55a59b from frozen 174-product corpus,The retail salsa is prepared or composite and is terminally nonaccepting rather than broad salsa identity.,operator-corrective-review-v3,2026-08-11
v313-neg-050,critical_negative,frozen_product_corpus,product-01d15f1266ce35881eb7,Kroger Light Mayo,und,"{""product_fingerprint"":""01d15f1266ce35881eb71eb6e4db7efebb859f680c21be54777f0702f2b320bd""}",unresolved,,{},"{""disposition_code"":""D9"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint 01d15f12 from frozen 174-product corpus,Light mayonnaise formulation is not proven by the fingerprint review and remains evidence-needed terminal.,operator-corrective-review-v3,2026-08-11
v313-neg-051,critical_negative,adjudicated_boundary_reference,boundary-garlic-kalamata-composite-v1,garlic Kalamata olives,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,mixed garlic and Kalamata identity span,A mixed garlic-and-Kalamata phrase must not let either token silently claim the whole identity.,operator-corrective-review-v3,2026-08-11
v313-neg-052,critical_negative,adjudicated_boundary_reference,boundary-kalamata-garlic-powder-v1,Kalamata garlic powder,en,{},unresolved,,{},"{""mapping_source"":""unresolved""}",reviewed_negative,mixed Kalamata and garlic-powder identity span,Kalamata wording cannot redirect garlic powder to olive and garlic cannot erase the olive modifier.,operator-corrective-review-v3,2026-08-11
v314-pos-001,positive,frozen_eval_recipe_ingredient,eval-ri-13380,de poivre noir moulu,und,{},accepted,piper-pepper,"{""form"":""ground"",""variety"":""black""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=13380 plus maintainer culinary adjudication,The reviewed French label preserves both ground form and black Piper variety.,operator-corrective-review-v3,2026-08-11
